originSize: 158823    uniqsize: 29003
SIP DIP  SP   DP    PROT     NUM: 
730555793 736977147  54212   9339    6     1
2580875002 734963739  2269   80    6     2
2328306094 3504996216  49824   443    6     1
2450080364 67018996  41287   443    6     1
1956915380 66799806  15834   443    6     1
730555660 19325884  6864   9339    6     1
1086303286 3530307824  43604   80    6     1
384132498 731108816  44803   80    6     3
3081862585 26885383  52651   9339    6     1
2388828797 3504996216  62087   443    6     1
2388833750 2579574503  40435   443    6     9
3088415618 3547001406  80   40141    6     2
3385818392 734964507  61218   80    6     1
2153006425 21222506  35542   9339    6     1
2387252882 97516102  58102   80    6     1
2227777740 2579574366  35325   443    6     1
1218293794 2637498117  64698   5938    6     1
1523786319 1711536468  63249   24874    6     1
730555746 17630602  34885   9339    6     1
730555796 17804973  30555   9339    6     1
1492442841 3343010507  64938   80    6     1
730555775 26617408  44833   9339    6     2
1232069857 23480553  22233   80    6     1
3529646472 1102542944  34296   443    6     1
730555783 19267887  36346   9339    6     4
1133384829 3530305542  55995   443    6     1
3506772703 3547002475  16011   80    6     1
730555817 17564197  26478   9339    6     1
2120700455 3538883512  60460   443    6     1
2549477840 66850148  50081   7017    6     1
1093785317 1093332302  36086   80    6     3
1956914580 60233866  14123   80    6     1
1783900014 16881078  54471   9339    6     1
2153006498 737137286  36737   443    6     1
1783900014 17807025  1178   9339    6     1
849264676 1864788433  3425   26015    6     1
1084321798 2637498117  8434   5938    6     1
2051966846 24969031  32933   443    6     1
730554381 19325884  13465   9339    6     1
2459495952 2637498117  6582   5938    6     1
3575240833 18989173  17245   443    6     6
2330979535 737993093  34328   80    6     1
1803973221 99815840  60060   443    6     1
865343148 1714138150  54340   443    6     2
1760131662 1797163003  40099   443    6     1
2181447039 99863195  51290   443    6     1
1972184622 1875764363  8927   8282    17     1
730555786 22100091  61540   9339    6     1
960301661 2452062548  60423   80    6     1
240736322 3710835827  38568   53    17     1
3373586673 19188652  55000   5558    17     1
1825899374 26328694  50810   443    6     2
730555810 2310461246  60937   9339    6     1
730555813 99665261  54705   9339    6     1
399525918 2300815914  1500   17148    17     1
2244676418 1760528517  30586   13285    17     1
1287195708 721987832  57820   80    6     1
666319385 22103737  55000   5558    17     1
1783899858 23428916  56054   9339    6     1
1805944711 736914230  40336   80    6     1
1956938986 66650352  34236   4244    6     1
314635184 21764180  2048   22748    1     1
3619443802 602983364  50258   443    6     2
2354186361 1711337604  42627   23948    17     1
2116647197 3504996219  48939   443    6     2
3376446286 23118168  34706   443    6     2
840548702 23127288  33071   443    6     1
2153052285 16793678  62739   1863    6     1
1913544179 736930359  52791   80    6     1
474206324 23111341  26864   443    6     1
2140126192 65912887  45477   443    6     6
3597182440 602983411  41944   443    6     1
1257257422 2612429372  43791   80    6     1
2386982393 1121466081  62021   80    6     1
730555762 1797105836  53150   9339    6     1
2641434435 19667448  11318   80    6     1
2325192240 602983422  33986   443    6     2
1970642421 22624919  59692   9339    6     1
1232070190 19788108  19643   443    6     1
3414598568 737145419  18843   443    6     2
730555769 26617408  21799   9339    6     1
730555777 17807025  4222   9339    6     1
1800332271 3547002475  2619   80    6     1
257157333 2579592608  80   51170    6     1
2593630333 3327463661  14067   80    6     1
3341945624 1093333767  4547   80    6     3
1498249598 2579574629  45260   443    6     1
1912728523 23905456  54290   443    6     1
1013102148 1875712465  34000   61883    6     1
730555749 26951074  5641   9339    6     1
661587126 19893906  53635   443    6     2
730555745 17630602  57401   9339    6     1
730555656 99651588  35595   9339    6     1
485366800 23118542  21411   443    6     1
1783899909 21792296  35434   9339    6     1
2046557259 737099292  52123   443    6     1
730555754 21792296  26142   9339    6     1
1671310459 19809623  58623   8100    6     4
2955256321 379293334  53   56566    17     1
730555817 26699966  18596   9339    6     1
730555823 19089274  59926   9339    6     1
1886898649 23471742  7027   443    6     1
1671310459 59063473  53122   8100    6     4
3088415618 3547001406  80   40166    6     2
730555800 16794068  19645   9339    6     1
3329072984 734964507  33048   80    6     3
730555773 26651413  51636   9339    6     1
1671310434 59002657  56097   8100    6     1
3458720239 60775753  41377   22840    6     1
1838352396 27136379  12197   9339    6     1
730555767 19068949  11068   9339    6     1
2120830657 1176583914  40514   23    6     1
1241358926 2766478073  80   51214    6     1
1877350630 59350736  1435   443    6     3
3083216517 26743554  43760   9339    6     1
475187087 23472346  9811   443    6     1
1805944477 23106692  52348   80    6     1
849265762 24920762  10248   443    6     1
1170517721 1875712503  35645   12242    17     1
1838352495 1797105836  44699   9339    6     1
730555800 16962131  18490   9339    6     1
730555788 22100091  4888   9339    6     1
730555778 17807025  49959   9339    6     6
485109044 23906324  31373   80    6     1
2186112006 3327553314  18107   80    6     10
1101171499 67070981  80   41680    6     2
3114023557 26312706  59543   80    6     1
660585278 2637498117  53439   5938    6     1
1967164498 65994562  62814   80    6     1
1240425757 721996473  64974   443    6     3
1838352474 1797105836  16525   9339    6     1
2153012170 26337767  8996   8253    6     1
485146673 23907352  15246   443    6     1
3279570349 1758552630  20483   443    6     1
2184627837 736923723  51040   443    6     1
3696224664 2310415440  30986   443    6     1
2153051774 66650745  55850   4244    6     1
730555775 22100091  13568   9339    6     2
1838352478 19207164  56498   9339    6     1
2931377876 721981023  60449   443    6     1
178408028 1875764418  40901   51639    6     1
1695033816 1225195474  443   65462    6     1
3084044220 52953164  42925   443    6     1
1235098610 3530305953  49301   80    6     1
1805949538 1797126337  52074   80    6     1
3617878683 602983364  50275   443    6     2
1913329553 369503474  60773   18358    6     1
3483961254 23478071  4152   443    6     1
1084905210 3530315443  42753   80    6     3
3597367062 3327712116  34468   19958    17     1
176544503 314622140  52991   22    6     1
1925553966 2579574456  64793   80    6     2
730555802 26699966  23247   9339    6     1
730555749 16918200  34003   9339    6     1
1875727624 602983370  63560   443    6     1
730554389 17804973  34014   9339    6     1
730555780 2310469933  5421   9339    6     1
730555817 17564197  61993   9339    6     1
730555775 17630602  25026   9339    6     1
730555747 17807025  41989   9339    6     1
233465322 3328267497  7383   50949    17     1
2024955549 23111464  4009   443    6     16
1968440623 19775248  51358   4234    6     1
1783899786 2310469933  64601   9339    6     2
1783899795 24038194  37566   9339    6     1
2057095841 737116569  57657   3478    17     1
1783899870 99651588  59970   9339    6     1
721609294 3710836026  50319   80    6     1
592001817 3530305353  33332   80    6     1
730555768 17038160  22898   9339    6     1
730555753 26951074  18101   9339    6     1
2579601270 3504996322  443   44732    6     2
1838352396 16851627  13909   9339    6     1
730555664 26886092  54005   9339    6     1
3562212451 1875764457  57293   53909    6     1
1232071240 66811658  4870   443    6     4
3537759999 3548110408  56625   53    17     1
730555656 16794068  8592   9339    6     1
730555791 22738387  8863   9339    6     5
2501561634 734964590  53876   80    6     1
2123641506 2579574381  34110   443    6     1
3621280839 3691301619  64337   53    17     1
1186923549 3547002473  59682   80    6     1
1864748922 736914616  35757   443    6     1
3450722249 21138187  58823   80    6     1
730555663 16932734  52818   9339    6     2
1758224558 2637498118  64594   5938    6     1
730555777 736977402  50980   9339    6     1
2401617372 721985574  54812   80    6     1
2651476694 19745454  1670   443    6     1
3525222122 3677653770  11891   46241    6     1
2388831741 3710836092  54187   80    6     1
730555821 19327657  50266   9339    6     1
1266141622 721991869  57902   443    6     1
3088415618 3547001370  80   52700    6     2
730555748 19033841  28195   9339    6     2
730555804 2310507058  38272   9339    6     1
1087874769 3504996085  43992   443    6     1
1783899909 16794068  6793   9339    6     1
730555753 17802978  40882   9339    6     1
3562362241 26703444  4007   9339    6     1
1711709890 721994265  58775   80    6     4
2335248755 722850315  50090   443    6     1
3081206435 23839733  57530   443    6     2
1101454578 2766476981  53   10201    17     1
2453645150 737008186  3128   59813    6     1
2313583713 3374151276  0   61581    1     1
666228037 65902537  40984   80    6     1
1956923507 23118617  9009   443    6     3
76832746 1875712483  57151   50632    17     1
833603302 721995355  46161   443    6     1
1821132440 2310415977  53274   443    6     1
257157349 2579592478  80   60374    6     1
1184833321 2828212025  47161   443    6     1
1805946509 99643620  37972   80    6     1
1115687721 2637498115  2260   5938    6     3
2449656564 2634948070  80   51828    6     1
1805949767 24936633  41792   80    6     1
1843486582 23905273  63190   443    6     2
2612804326 734963469  22736   80    6     4
203847137 23907519  60575   80    6     1
521782054 1760528516  24904   3954    17     4
1838352396 17630602  52177   9339    6     2
3150800215 3270996662  80   51082    6     1
1956950633 23118159  49743   80    6     2
344508690 2310426666  53404   443    6     2
1742628468 3547002475  12728   80    6     2
3724074612 1240508412  43355   80    6     1
730555800 736977402  5176   9339    6     1
2450118826 66820297  24436   80    6     2
3435577833 23905048  47326   443    6     1
1671310459 58985818  52931   8100    6     2
2586958235 3698628600  47584   22    6     1
730555803 19012239  4305   9339    6     1
1245529178 2637498117  50562   5938    6     1
730555662 16962131  5133   9339    6     1
1885800719 23111341  8717   443    6     56
1956959104 23107253  29580   443    6     1
1138263605 2443613426  443   49177    6     1
730555798 19114671  58044   9339    6     1
1692767018 1760528521  46488   28672    17     5
730554389 19114671  46615   9339    6     1
730555744 2310469933  64226   9339    6     1
730554389 24038194  4176   9339    6     2
1783899866 19068949  52832   9339    6     1
2139185808 26773780  64489   9339    6     2
3681475345 372400839  53   60583    17     1
2812130452 19745454  56657   443    6     1
730555761 2310469933  1441   9339    6     1
730555764 23428916  14288   9339    6     1
730555754 17802978  27981   9339    6     1
